经 O
调 O
查 O
， O
涉 O
事 O
单 O
位 O
深 B-LORG
圳 I-LORG
市 I-LORG
蓝 I-LORG
海 I-LORG
建 I-LORG
筑 I-LORG
工 I-LORG
程 I-LORG
集 I-LORG
团 I-LORG
在 O
施 O
工 O
过 O
程 O
中 O
擅 O
自 O
修 O
改 O
设 O
计 O
方 O
案 O
， O
将 O
原 O
定 O
钢 O
结 O
构 O
厚 O
度 O
从 O
2 O
0 O
m O
m O
减 O
为 O
1 O
2 O
m O
m O
， O
导 O
致 O
支 O
撑 O
梁 O
承 O
载 O
力 O
不 O
足 O
， O
最 O
终 O
引 O
发 O
局 O
部 O
坍 O
塌 O
。 O

经 O
核 O
实 O
， O
责 O
任 O
主 O
体 O
广 B-LORG
州 I-LORG
天 I-LORG
成 I-LORG
化 I-LORG
工 I-LORG
有 I-LORG
限 I-LORG
公 I-LORG
司 I-LORG
未 O
按 O
规 O
定 O
存 O
储 O
易 O
燃 O
物 O
品 O
， O
仓 O
库 O
通 O
风 O
系 O
统 O
失 O
灵 O
， O
造 O
成 O
气 O
体 O
浓 O
度 O
超 O
标 O
并 O
引 O
发 O
爆 O
炸 O
。 O

据 O
报 O
告 O
， O
违 O
规 O
单 O
位 O
南 B-LORG
京 I-LORG
华 I-LORG
讯 I-LORG
电 I-LORG
子 I-LORG
科 I-LORG
技 I-LORG
有 I-LORG
限 I-LORG
公 I-LORG
司 I-LORG
在 O
生 O
产 O
中 O
使 O
用 O
劣 O
质 O
电 O
路 O
板 O
， O
导 O
致 O
设 O
备 O
短 O
路 O
起 O
火 O
， O
烧 O
毁 O
厂 O
房 O
面 O
积 O
约 O
5 O
0 O
0 O
平 O
方 O
米 O
。 O

经 O
审 O
查 O
， O
涉 O
事 O
单 O
位 O
杭 B-LORG
州 I-LORG
绿 I-LORG
源 I-LORG
环 I-LORG
保 I-LORG
科 I-LORG
技 I-LORG
公 I-LORG
司 I-LORG
未 O
按 O
规 O
定 O
处 O
理 O
废 O
气 O
， O
排 O
放 O
指 O
标 O
超 O
标 O
3 O
倍 O
， O
致 O
使 O
周 O
边 O
居 O
民 O
呼 O
吸 O
道 O
疾 O
病 O
暴 O
增 O
。 O

据 O
监 O
测 O
， O
责 O
任 O
方 O
苏 B-LORG
州 I-LORG
宏 I-LORG
达 I-LORG
机 I-LORG
械 I-LORG
制 I-LORG
造 I-LORG
厂 I-LORG
在 O
生 O
产 O
中 O
违 O
规 O
调 O
低 O
压 O
力 O
阀 O
阈 O
值 O
（ O
原 O
为 O
1 O
5 O
M O
P O
a O
， O
改 O
为 O
8 O
M O
P O
a O
） O
， O
导 O
致 O
锅 O
炉 O
爆 O
裂 O
。 O

经 O
鉴 O
定 O
， O
违 O
规 O
企 O
业 O
成 B-LORG
都 I-LORG
瑞 I-LORG
峰 I-LORG
食 I-LORG
品 I-LORG
加 I-LORG
工 I-LORG
厂 I-LORG
使 O
用 O
过 O
期 O
添 O
加 O
剂 O
（ O
批 O
次 O
2 O
0 O
2 O
1 O
0 O
5 O
） O
， O
致 O
5 B-CLOSS
0 I-CLOSS
人 I-CLOSS
食 I-CLOSS
物 I-CLOSS
中 I-CLOSS
毒 I-CLOSS
。 O

调 O
查 O
显 O
示 O
， O
深 B-LORG
圳 I-LORG
市 I-LORG
捷 I-LORG
通 I-LORG
快 I-LORG
递 I-LORG
有 I-LORG
限 I-LORG
公 I-LORG
司 I-LORG
违 O
规 O
堆 O
放 O
易 O
燃 O
包 O
裹 O
， O
占 O
用 O
消 O
防 O
通 O
道 O
达 O
2 O
0 O
米 O
， O
延 O
误 O
火 O
灾 O
救 O
援 O
。 O

核 O
实 O
发 O
现 O
， O
广 B-LORG
州 I-LORG
市 I-LORG
海 I-LORG
天 I-LORG
建 I-LORG
材 I-LORG
集 I-LORG
团 I-LORG
偷 O
工 O
减 O
料 O
， O
将 O
水 O
泥 O
标 O
号 O
从 O
P O
O O
4 O
2 O
. O
5 O
降 O
为 O
P O
O O
2 O
5 O
， O
致 O
墙 O
体 O
开 O
裂 O
。 O

据 O
举 O
报 O
， O
南 B-LORG
昌 I-LORG
市 I-LORG
华 I-LORG
光 I-LORG
电 I-LORG
缆 I-LORG
有 I-LORG
限 I-LORG
公 I-LORG
司 I-LORG
使 O
用 O
劣 O
质 O
铜 O
芯 O
（ O
直 O
径 O
仅 O
0 O
. O
5 O
m O
m O
） O
， O
导 O
致 O
线 O
路 O
短 O
路 O
起 O
火 O
。 O

检 O
查 O
表 O
明 O
， O
武 B-LORG
汉 I-LORG
市 I-LORG
安 I-LORG
全 I-LORG
医 I-LORG
疗 I-LORG
器 I-LORG
械 I-LORG
厂 I-LORG
未 O
灭 O
菌 O
生 O
产 O
手 O
术 O
刀 O
片 O
（ O
批 O
号 O
2 O
0 O
2 O
3 O
0 O
8 O
） O
， O
造 O
成 O
感 O
染 O
事 O
件 O
。 O

经 O
分 O
析 O
， O
责 O
任 O
单 O
位 O
西 B-LORG
